grade,level,word,englishHint,englishScenario,tagalogHint,tagalogScenario,category
6,EASY,STATE,Organized political community,The United States has fifty of these. Can you spell it?,Organisadong politikal na komunidad,Ang United States ay may limampu nito. Marunong ka bang magbaybay nito?,Geography
6,EASY,PROVINCE,Administrative division of a country,The Philippines has many of these. Can you spell it?,Administratibong dibisyon ng isang bansa,Ang Pilipinas ay may marami nito. Marunong ka bang magbaybay nito?,Geography
6,EASY,MUNICIPALITY,Town with local government,Each this has a mayor. Can you spell it?,Bayan na may lokal na pamahalaan,Bawat ito ay may alkalde. Marunong ka bang magbaybay nito?,Geography
6,EASY,COMMUNITY,Group of people living together,Your neighborhood is your this. Can you spell it?,Grupo ng mga taong nagsasama,Ang iyong kapitbahayan ay iyong ito. Marunong ka bang magbaybay nito?,Social
6,EASY,SOCIETY,Organized group of people,We all live in this together. Can you spell it?,Organisadong grupo ng mga tao,Lahat tayo ay nabubuhay sa ito nang magkasama. Marunong ka bang magbaybay nito?,Social
6,EASY,CULTURE,Way of life of a group,Filipino this is rich and diverse. Can you spell it?,Paraan ng pamumuhay ng isang grupo,Ang Pilipino na ito ay mayaman at iba-iba. Marunong ka bang magbaybay nito?,Social
6,EASY,TRADITION,Customs passed through generations,Families keep their this alive. Can you spell it?,Mga kaugalian na ipinasa sa mga henerasyon,Pinapanatili ng mga pamilya ang kanilang ito na buhay. Marunong ka bang magbaybay nito?,Culture
6,EASY,HERITAGE,Traditions inherited from the past,We must preserve our cultural this. Can you spell it?,Mga tradisyon na minana mula sa nakaraan,Dapat nating panatilihin ang ating kultura na ito. Marunong ka bang magbaybay nito?,Culture
6,EASY,IDENTITY,Who or what someone is,Your name is part of your this. Can you spell it?,Kung sino o ano ang isang tao,Ang iyong pangalan ay bahagi ng iyong ito. Marunong ka bang magbaybay nito?,Concepts
6,EASY,DIVERSITY,Variety of different things,Our country celebrates cultural this. Can you spell it?,Iba't ibang uri ng mga bagay,Ipinagdiriwang ng ating bansa ang kultura na ito. Marunong ka bang magbaybay nito?,Concepts
6,EASY,UNITY,State of being united,Teamwork requires this from everyone. Can you spell it?,Kalagayan ng pagiging nagkakaisa,Ang teamwork ay nangangailangan nito mula sa lahat. Marunong ka bang magbaybay nito?,Values
6,MEDIUM,INNOVATION,Introduction of new ideas,Technology companies focus on this. Can you spell it?,Pagpapakilala ng mga bagong ideya,Nakatuon ang mga kumpanya ng teknolohiya sa ito. Marunong ka bang magbaybay nito?,Skills
6,MEDIUM,CREATIVITY,Ability to create new things,Artists need this to make original works. Can you spell it?,Kakayahang lumikha ng mga bagong bagay,Kailangan ng mga artist ito upang gumawa ng orihinal na gawa. Marunong ka bang magbaybay nito?,Skills
6,MEDIUM,TECHNOLOGY,Application of scientific knowledge,Computers and phones are examples of this. Can you spell it?,Aplikasyon ng siyentipikong kaalaman,Ang mga computer at telepono ay mga halimbawa nito. Marunong ka bang magbaybay nito?,Science
6,MEDIUM,SUSTAINABILITY,Meeting needs without harming future,Recycling promotes environmental this. Can you spell it?,Pagtugon sa pangangailangan nang hindi nakakasama sa hinaharap,Ang pag-recycle ay nagtataguyod ng kapaligiran na ito. Marunong ka bang magbaybay nito?,Environment
6,MEDIUM,BIODIVERSITY,Variety of life in an area,Rainforests have high this. Can you spell it?,Iba't ibang uri ng buhay sa isang lugar,Ang mga rainforest ay may mataas na ito. Marunong ka bang magbaybay nito?,Environment
6,MEDIUM,GLOBALIZATION,Worldwide integration and development,Trade connects countries through this. Can you spell it?,Pandaigdigang integrasyon at pag-unlad,Ang kalakalan ay nag-uugnay ng mga bansa sa pamamagitan nito. Marunong ka bang magbaybay nito?,Concepts
6,MEDIUM,INTERNATIONALIZATION,Making something international,Companies do this to expand globally. Can you spell it?,Paggawa ng isang bagay na internasyonal,Ginagawa ng mga kumpanya ito upang lumawak sa buong mundo. Marunong ka bang magbaybay nito?,Concepts
6,MEDIUM,MODERNIZATION,Adapting to modern ways,Cities undergo this process. Can you spell it?,Pag-aangkop sa modernong paraan,Dumadaan ang mga lungsod sa prosesong ito. Marunong ka bang magbaybay nito?,Development
6,MEDIUM,URBANIZATION,Growth of cities,Many people move to cities through this. Can you spell it?,Paglaki ng mga lungsod,Maraming tao ang lumilipat sa mga lungsod sa pamamagitan nito. Marunong ka bang magbaybay nito?,Development
6,MEDIUM,DIGITALIZATION,Converting to digital format,Libraries are undergoing this process. Can you spell it?,Pagpapalit sa digital na format,Dumadaan ang mga library sa prosesong ito. Marunong ka bang magbaybay nito?,Technology
6,MEDIUM,AUTOMATION,Using machines to do work,Factories use this to increase production. Can you spell it?,Paggamit ng mga makina upang gumawa ng trabaho,Ginagamit ng mga pabrika ito upang dagdagan ang produksyon. Marunong ka bang magbaybay nito?,Technology
6,MEDIUM,MECHANIZATION,Using machines instead of manual labor,Farming has undergone this change. Can you spell it?,Paggamit ng mga makina sa halip na manwal na paggawa,Dumaan ang pagsasaka sa pagbabagong ito. Marunong ka bang magbaybay nito?,Technology
6,MEDIUM,COMPUTERIZATION,Using computers for tasks,Offices have undergone this transformation. Can you spell it?,Paggamit ng mga computer para sa mga gawain,Dumaan ang mga opisina sa pagbabagong ito. Marunong ka bang magbaybay nito?,Technology
6,MEDIUM,COMMUNICATION,Exchange of information,Good this is essential in relationships. Can you spell it?,Palitan ng impormasyon,Ang mabuting ito ay mahalaga sa mga relasyon. Marunong ka bang magbaybay nito?,Skills
6,MEDIUM,TRANSPORTATION,Moving people or goods,Cars and planes are forms of this. Can you spell it?,Paglipat ng mga tao o kalakal,Ang mga kotse at eroplano ay mga anyo nito. Marunong ka bang magbaybay nito?,Concepts
6,MEDIUM,INFORMATION,Facts and knowledge,The internet provides access to this. Can you spell it?,Mga katotohanan at kaalaman,Ang internet ay nagbibigay ng access sa ito. Marunong ka bang magbaybay nito?,Knowledge
6,MEDIUM,EDUCATION,Process of learning,Schools provide this to students. Can you spell it?,Proseso ng pag-aaral,Nagbibigay ang mga paaralan nito sa mga estudyante. Marunong ka bang magbaybay nito?,Academic
6,MEDIUM,ENTERTAINMENT,Activities for enjoyment,Movies and games provide this. Can you spell it?,Mga aktibidad para sa kasiyahan,Ang mga pelikula at laro ay nagbibigay nito. Marunong ka bang magbaybay nito?,Concepts
6,MEDIUM,DEVELOPMENT,Process of growth and improvement,Countries work toward economic this. Can you spell it?,Proseso ng paglaki at pagpapabuti,Nagtratrabaho ang mga bansa tungo sa ekonomikong ito. Marunong ka bang magbaybay nito?,Growth
6,MEDIUM,PROGRESS,Forward movement,Society makes this through innovation. Can you spell it?,Pasulong na paggalaw,Gumagawa ang lipunan nito sa pamamagitan ng innovation. Marunong ka bang magbaybay nito?,Growth
6,MEDIUM,ADVANCEMENT,Moving forward,Technology leads to this in society. Can you spell it?,Pasusulong,Ang teknolohiya ay humahantong sa ito sa lipunan. Marunong ka bang magbaybay nito?,Growth
6,MEDIUM,IMPROVEMENT,Making something better,Education leads to this in life. Can you spell it?,Paggawa ng isang bagay na mas mahusay,Ang edukasyon ay humahantong sa ito sa buhay. Marunong ka bang magbaybay nito?,Growth
6,MEDIUM,ACHIEVEMENT,Something accomplished,Graduation is a major this. Can you spell it?,Isang bagay na natapos,Ang graduation ay isang pangunahing ito. Marunong ka bang magbaybay nito?,Success
6,MEDIUM,ACCOMPLISHMENT,Successfully completed task,Winning a medal is an this. Can you spell it?,Matagumpay na natapos na gawain,Ang pagwawagi ng medalya ay isang ito. Marunong ka bang magbaybay nito?,Success
6,MEDIUM,SUCCESS,Achieving desired aim,Hard work leads to this. Can you spell it?,Pagkamit ng nais na layunin,Ang sipag sa trabaho ay humahantong sa ito. Marunong ka bang magbaybay nito?,Success
6,MEDIUM,EXCELLENCE,Outstanding quality,Students strive for this in their work. Can you spell it?,Natatanging kalidad,Nagsusumikap ang mga estudyante para sa ito sa kanilang trabaho. Marunong ka bang magbaybay nito?,Success
6,MEDIUM,LEADERSHIP,Ability to lead others,Presidents show this quality. Can you spell it?,Kakayahang manguna sa iba,Ipinapakita ng mga presidente ang katangiang ito. Marunong ka bang magbaybay nito?,Skills
6,MEDIUM,MANAGEMENT,Controlling and organizing,Businesses need good this to succeed. Can you spell it?,Pagkontrol at pag-oorganisa,Kailangan ng mga negosyo ng mabuting ito upang magtagumpay. Marunong ka bang magbaybay nito?,Skills
6,MEDIUM,ORGANIZATION,Systematic arrangement,Good this improves efficiency. Can you spell it?,Sistematikong pag-aayos,Ang mabuting ito ay nagpapabuti ng kahusayan. Marunong ka bang magbaybay nito?,Skills
6,MEDIUM,COORDINATION,Harmonious combination,Team sports require this. Can you spell it?,Maayos na kombinasyon,Ang team sports ay nangangailangan nito. Marunong ka bang magbaybay nito?,Skills
6,MEDIUM,COLLABORATION,Working together,Scientists practice this in research. Can you spell it?,Pagtutulungan,Ginagawa ng mga siyentipiko ito sa pananaliksik. Marunong ka bang magbaybay nito?,Skills
6,HARD,RESPONSIBILITY,Duty to deal with something,Leaders have this for their decisions. Can you spell it?,Tungkulin na harapin ang isang bagay,Ang mga lider ay may ito para sa kanilang mga desisyon. Marunong ka bang magbaybay nito?,Values
6,HARD,ACCOUNTABILITY,Being answerable for actions,Government officials must have this. Can you spell it?,Pagiging responsable sa mga aksyon,Dapat mayroon ang mga opisyal ng gobyerno nito. Marunong ka bang magbaybay nito?,Values
6,HARD,PROFESSIONALISM,Competence and skill in work,Doctors are known for their this. Can you spell it?,Kakayahan at kasanayan sa trabaho,Ang mga doktor ay kilala sa kanilang ito. Marunong ka bang magbaybay nito?,Qualities
6,HARD,ENTREPRENEURSHIP,Starting and running businesses,Successful people practice this. Can you spell it?,Pagsisimula at pagpapatakbo ng mga negosyo,Ginagawa ng mga matagumpay na tao ito. Marunong ka bang magbaybay nito?,Skills
6,HARD,GLOBALIZATION,Worldwide economic integration,Trade agreements promote this. Can you spell it?,Pandaigdigang ekonomikong integrasyon,Ang mga kasunduan sa kalakalan ay nagtataguyod nito. Marunong ka bang magbaybay nito?,Concepts
6,HARD,INTERNATIONALIZATION,Extending to international scope,Companies do this to expand markets. Can you spell it?,Pagpapalawig sa internasyonal na saklaw,Ginagawa ng mga kumpanya ito upang palawakin ang mga merkado. Marunong ka bang magbaybay nito?,Concepts
6,HARD,MULTICULTURALISM,Presence of multiple cultures,Cities celebrate this diversity. Can you spell it?,Presensya ng maraming kultura,Ipinagdiriwang ng mga lungsod ang pagkakaiba-ibang ito. Marunong ka bang magbaybay nito?,Social
6,HARD,DIVERSITY,Variety of different elements,Workplaces value this in employees. Can you spell it?,Iba't ibang uri ng mga elemento,Pinahahalagahan ng mga lugar ng trabaho ito sa mga empleyado. Marunong ka bang magbaybay nito?,Concepts
6,HARD,SUSTAINABILITY,Maintaining ecological balance,Green energy promotes this. Can you spell it?,Pagpapanatili ng ekolohikal na balanse,Ang berdeng enerhiya ay nagtataguyod nito. Marunong ka bang magbaybay nito?,Environment
6,HARD,ENVIRONMENTAL,Relating to the natural world,We must protect this health. Can you spell it?,Nauugnay sa natural na mundo,Dapat nating protektahan ang kalusugang ito. Marunong ka bang magbaybay nito?,Environment
6,HARD,CONSERVATION,Preservation of resources,National parks practice this. Can you spell it?,Pag-iingat ng mga yaman,Ginagawa ng mga national park ito. Marunong ka bang magbaybay nito?,Environment
6,HARD,PRESERVATION,Maintaining in original state,Museums focus on artifact this. Can you spell it?,Pagpapanatili sa orihinal na kalagayan,Nakatuon ang mga museo sa artifact na ito. Marunong ka bang magbaybay nito?,Environment
6,HARD,PROTECTION,Keeping safe from harm,Laws provide this for citizens. Can you spell it?,Pag-iingat mula sa pinsala,Nagbibigay ang mga batas nito para sa mga mamamayan. Marunong ka bang magbaybay nito?,Safety
6,HARD,TRANSFORMATION,Complete change in form,Digital this is changing businesses. Can you spell it?,Kumpletong pagbabago sa anyo,Ang digital na ito ay nagbabago ng mga negosyo. Marunong ka bang magbaybay nito?,Change
6,HARD,REVOLUTION,Fundamental change,The industrial this changed society. Can you spell it?,Pangunahing pagbabago,Ang industriyal na ito ay nagbago ng lipunan. Marunong ka bang magbaybay nito?,History
6,HARD,EVOLUTION,Gradual development over time,Species undergo this process. Can you spell it?,Unti-unting pag-unlad sa paglipas ng panahon,Dumadaan ang mga species sa prosesong ito. Marunong ka bang magbaybay nito?,Science
6,HARD,DEVELOPMENT,Process of growth,Economic this improves living standards. Can you spell it?,Proseso ng paglaki,Ang ekonomikong ito ay nagpapabuti ng pamantayan ng pamumuhay. Marunong ka bang magbaybay nito?,Growth
6,HARD,ADVANCEMENT,Forward progress,Scientific this benefits humanity. Can you spell it?,Pasulong na pag-unlad,Ang siyentipikong ito ay nakikinabang sa sangkatauhan. Marunong ka bang magbaybay nito?,Growth
6,HARD,IMPROVEMENT,Making something better,Continuous this leads to excellence. Can you spell it?,Paggawa ng isang bagay na mas mahusay,Ang tuluy-tuloy na ito ay humahantong sa kahusayan. Marunong ka bang magbaybay nito?,Growth
6,HARD,ENHANCEMENT,Increasing quality or value,Technology this improves lives. Can you spell it?,Pagtaas ng kalidad o halaga,Ang teknolohiya na ito ay nagpapabuti ng buhay. Marunong ka bang magbaybay nito?,Improvement
6,HARD,OPTIMIZATION,Making as effective as possible,Engineers focus on design this. Can you spell it?,Paggawa na kasing-epektibo hangga't maaari,Nakatuon ang mga inhinyero sa disenyo na ito. Marunong ka bang magbaybay nito?,Skills
6,HARD,MAXIMIZATION,Increasing to greatest amount,Businesses aim for profit this. Can you spell it?,Pagtaas sa pinakamalaking halaga,Naglalayong ang mga negosyo para sa kita na ito. Marunong ka bang magbaybay nito?,Math
6,HARD,MINIMIZATION,Reducing to smallest amount,Companies try cost this. Can you spell it?,Pagbabawas sa pinakamaliit na halaga,Sinusubukan ng mga kumpanya ang gastos na ito. Marunong ka bang magbaybay nito?,Math
6,HARD,SYSTEMATIZATION,Creating organized system,Businesses need this for efficiency. Can you spell it?,Paglikha ng organisadong sistema,Kailangan ng mga negosyo ito para sa kahusayan. Marunong ka bang magbaybay nito?,Skills
6,HARD,STANDARDIZATION,Making things uniform,Industries use this for quality control. Can you spell it?,Paggawa ng mga bagay na pare-pareho,Ginagamit ng mga industriya ito para sa kontrol ng kalidad. Marunong ka bang magbaybay nito?,Skills
6,HARD,IMPLEMENTATION,Putting plan into action,Governments focus on policy this. Can you spell it?,Paglalagay ng plano sa aksyon,Nakatuon ang mga pamahalaan sa patakaran na ito. Marunong ka bang magbaybay nito?,Skills
6,HARD,EXECUTION,Carrying out a plan,Project managers oversee this. Can you spell it?,Pagsasagawa ng isang plano,Sinusubaybayan ng mga project manager ito. Marunong ka bang magbaybay nito?,Skills
6,HARD,ADMINISTRATION,Management of organization,School principals handle this work. Can you spell it?,Pamamahala ng organisasyon,Hinahawakan ng mga school principal ang gawaing ito. Marunong ka bang magbaybay nito?,Skills
6,HARD,SUPERVISION,Overseeing work of others,Managers provide this to teams. Can you spell it?,Pag-oobserba ng trabaho ng iba,Nagbibigay ang mga manager nito sa mga koponan. Marunong ka bang magbaybay nito?,Skills
6,HARD,COORDINATION,Organizing different parts,Event planning requires this skill. Can you spell it?,Pag-oorganisa ng iba't ibang bahagi,Ang pagpaplano ng event ay nangangailangan ng kasanayang ito. Marunong ka bang magbaybay nito?,Skills
6,HARD,INTEGRATION,Combining into unified whole,System this improves efficiency. Can you spell it?,Pagsasama sa pinag-isang buo,Ang sistema na ito ay nagpapabuti ng kahusayan. Marunong ka bang magbaybay nito?,Skills
